"remember, tems doesn't export lat-lon correctly when you export to .tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"remember, col names need to be correct, but order is not important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Mobile,TIME,LONGITUDE,LATITUDE,SC_1,RSCP_1,EcIo_1,SC_2,RSCP_2,EcIo_2,SC_3,RSCP_3,EcIo_3,SC_4,RSCP_4,EcIo_4,SC_5,RSCP_5,EcIo_5,SC_6,RSCP_6,EcIo_6,SC_7,RSCP_7,EcIo_7,SC_8,RSCP_8,EcIo_8,SC_9,RSCP_9,EcIo_9,SC_10,RSCP_10,EcIo_10,SC_11,RSCP_11,EcIo_11,SC_12,RSCP_12,EcIo_12,SC_13,RSCP_13,EcIo_13,SC_14,RSCP_14,EcIo_14,SC_15,RSCP_15,EcIo_15,SC_16,RSCP_16,EcIo_16,SC_17,RSCP_17,EcIo_17,SC_18,RSCP_18,EcIo_18,SC_19,RSCP_19,EcIo_19,SC_20,RSCP_20,EcIo_20
,,3978,144.8356984,-37.8224158,166,-58.671,-4.671,150,-59.574,-5.574,158,-64.219,-10.219,248,-73.829,-19.829,222,-73.839,-19.839,284,-73.918,-19.918,432,-73.949,-19.949,174,-74.163,-20.163,396,-74.19,-20.19,486,-74.201,-20.201,266,-74.409,-20.409,270,-74.51,-20.51,506,-74.51,-20.51,314,-74.544,-20.544,292,-74.566,-20.566,324,-74.583,-20.583,480,-74.606,-20.606,268,-74.634,-20.634,164,-74.68,-20.68,322,-74.692,-20.692
,,4582,144.8456589,-37.83357099,434,-58.347,-2.347,382,-63.452,-7.452,442,-72.059,-16.059,122,-75.803,-19.803,326,-75.86,-19.86,88,-75.871,-19.871,104,-75.897,-19.897,8,-75.96,-19.96,354,-76.152,-20.152,4,-76.222,-20.222,446,-76.222,-20.222,288,-76.266,-20.266,456,-76.304,-20.304,56,-76.381,-20.381,432,-76.387,-20.387,44,-76.426,-20.426,112,-76.431,-20.431,286,-76.431,-20.431,18,-76.504,-20.504,458,-76.544,-20.544
,,2579,144.9326015,-37.81454066,392,-66.755,-1.755,408,-77.035,-12.035,400,-80.651,-15.651,316,-81.713,-16.713,314,-83.903,-18.903,388,-84.378,-19.378,74,-84.398,-19.398,236,-84.787,-19.787,48,-84.798,-19.798,348,-84.912,-19.912,90,-84.965,-19.965,328,-84.997,-19.997,416,-85.002,-20.002,358,-85.029,-20.029,456,-85.034,-20.034,266,-85.157,-20.157,78,-85.409,-20.409,226,-85.42,-20.42,28,-85.443,-20.443,42,-85.443,-20.443
,,2371,144.9141342,-37.78937915,366,-58.975,-2.975,382,-61.466,-5.466,206,-66.192,-10.192,374,-75.26,-19.261,240,-75.533,-19.532,254,-75.558,-19.558,158,-75.669,-19.669,14,-75.803,-19.803,486,-75.844,-19.844,488,-75.907,-19.907,504,-75.912,-19.912,40,-75.944,-19.944,416,-76.018,-20.018,380,-76.087,-20.087,310,-76.093,-20.093,168,-76.146,-20.146,118,-76.173,-20.173,316,-76.19,-20.19,276,-76.222,-20.222,432,-76.288,-20.288
,,3509,144.8925085,-37.80772708,382,-63.083,-1.083,366,-76.752,-14.752,442,-79.543,-17.543,26,-81.063,-19.063,90,-81.178,-19.178,394,-81.383,-19.383,422,-81.839,-19.839,396,-81.949,-19.949,330,-81.96,-19.96,440,-81.976,-19.976,242,-82.013,-20.013,402,-82.082,-20.082,132,-82.093,-20.093,2,-82.098,-20.098,412,-82.13,-20.13,120,-82.163,-20.163,198,-82.233,-20.233,4,-82.381,-20.381,252,-82.387,-20.387,286,-82.544,-20.544
,,2097,144.8246529,-37.80819203,442,-67.983,-3.983,374,-70.404,-6.404,382,-77.921,-13.921,434,-80.871,-16.871,398,-83.558,-19.558,448,-83.746,-19.746,102,-83.803,-19.803,200,-84.141,-20.141,264,-84.195,-20.195,44,-84.217,-20.217,100,-84.271,-20.271,288,-84.282,-20.282,346,-84.288,-20.288,376,-84.365,-20.365,114,-84.387,-20.387,194,-84.459,-20.459,418,-84.504,-20.504,188,-84.521,-20.521,180,-84.532,-20.532,270,-84.538,-20.538
,,3923,144.8701875,-37.82919726,206,-57.734,-1.734,214,-62.496,-6.496,86,-74.087,-18.087,112,-74.403,-18.403,96,-74.787,-18.787,384,-75.309,-19.309,262,-75.354,-19.354,438,-75.448,-19.448,308,-75.793,-19.793,316,-75.818,-19.818,224,-75.949,-19.949,142,-75.96,-19.96,236,-75.976,-19.976,36,-76.029,-20.029,148,-76.029,-20.029,238,-76.045,-20.045,296,-76.061,-20.061,408,-76.098,-20.098,462,-76.163,-20.163,102,-76.168,-20.168
,,4880,144.9013688,-37.8004231,382,-68.393,-2.393,88,-72.512,-6.512,180,-83.717,-17.717,330,-83.877,-17.877,62,-84.316,-18.316,44,-84.604,-18.604,192,-84.622,-18.622,150,-84.631,-18.631,396,-84.695,-18.695,486,-84.787,-18.787,240,-84.884,-18.884,320,-84.889,-18.889,374,-84.992,-18.992,484,-85.03,-19.03,252,-85.183,-19.183,316,-85.448,-19.448,356,-85.452,-19.452,42,-85.573,-19.573,406,-86.013,-20.013,96,-86.141,-20.141
,,333,144.8491449,-37.75980637,326,-57.993,-1.993,318,-64.87,-8.87,324,-74.049,-18.049,306,-74.058,-18.058,332,-74.079,-18.079,256,-75.246,-19.246,352,-75.349,-19.349,416,-75.613,-19.613,210,-75.787,-19.787,398,-75.85,-19.85,484,-76.103,-20.103,214,-76.217,-20.217,508,-76.233,-20.233,496,-76.326,-20.326,162,-76.337,-20.337,364,-76.404,-20.404,244,-76.437,-20.437,200,-76.454,-20.454,82,-76.476,-20.476,70,-76.51,-20.51
,,1331,144.9671536,-37.78679687,400,-73.396,-5.396,388,-74.556,-6.556,392,-78.458,-10.458,332,-79.974,-11.974,256,-85.401,-17.401,408,-87.329,-19.329,452,-87.428,-19.428,172,-87.563,-19.563,96,-87.603,-19.603,472,-87.705,-19.705,48,-87.865,-19.865,510,-87.933,-19.933,132,-87.955,-19.955,42,-87.986,-19.986,2,-87.997,-19.997,188,-88.002,-20.002,386,-88.018,-20.018,122,-88.05,-20.05,120,-88.093,-20.093,238,-88.13,-20.13
,,3006,144.9339757,-37.78506844,442,-54.292,-1.292,434,-63.183,-10.183,236,-72.246,-19.246,344,-72.285,-19.285,62,-72.777,-19.777,66,-72.923,-19.923,314,-72.939,-19.939,342,-73.077,-20.077,244,-73.146,-20.146,264,-73.146,-20.146,320,-73.222,-20.222,102,-73.277,-20.277,462,-73.277,-20.277,156,-73.288,-20.288,220,-73.332,-20.332,126,-73.376,-20.376,174,-73.409,-20.409,506,-73.409,-20.409,144,-73.426,-20.426,298,-73.431,-20.431
,,4684,144.8595594,-37.83399474,382,-60.416,-1.416,434,-70.304,-11.304,442,-77.479,-18.479,246,-78.423,-19.423,8,-78.522,-19.522,394,-78.715,-19.715,264,-78.72,-19.72,236,-78.726,-19.726,316,-78.855,-19.855,192,-79.066,-20.066,422,-79.168,-20.168,146,-79.184,-20.184,88,-79.271,-20.271,66,-79.282,-20.282,276,-79.299,-20.299,356,-79.299,-20.299,142,-79.365,-20.365,486,-79.381,-20.381,438,-79.431,-20.431,294,-79.443,-20.443
,,1593,144.9521335,-37.81700943,400,-61.015,-2.015,392,-67.452,-8.452,388,-70.692,-11.692,408,-76.551,-17.551,332,-77.177,-18.177,444,-77.819,-18.819,144,-78.03,-19.03,194,-78.231,-19.231,16,-78.304,-19.304,42,-78.726,-19.726,256,-78.907,-19.907,316,-78.907,-19.907,78,-79.093,-20.093,296,-79.163,-20.163,90,-79.168,-20.168,114,-79.255,-20.255,140,-79.26,-20.26,40,-79.277,-20.277,284,-79.277,-20.277,344,-79.288,-20.288
,,4694,144.8383203,-37.78652276,434,-71.19,-1.19,88,-88.194,-18.194,122,-89.256,-19.256,50,-89.452,-19.452,458,-89.756,-19.756,150,-89.803,-19.803,280,-89.813,-19.813,104,-89.818,-19.818,180,-90.109,-20.109,248,-90.136,-20.136,504,-90.141,-20.141,476,-90.19,-20.19,8,-90.282,-20.282,148,-90.282,-20.282,432,-90.282,-20.282,324,-90.393,-20.393,288,-90.409,-20.409,74,-90.415,-20.415,238,-90.431,-20.431,348,-90.459,-20.459
,,3493,144.8601915,-37.78690788,392,-57.962,-1.962,166,-69.918,-13.918,400,-71.299,-15.299,316,-73.856,-17.856,158,-74.003,-18.003,94,-74.577,-18.577,152,-75.217,-19.217,422,-75.265,-19.265,408,-75.363,-19.363,144,-75.654,-19.654,280,-75.751,-19.751,18,-75.933,-19.933,416,-75.939,-19.939,176,-75.955,-19.955,290,-75.981,-19.981,488,-76.146,-20.146,276,-76.152,-20.152,284,-76.239,-20.239,124,-76.288,-20.288,218,-76.293,-20.293
,,3969,144.9642502,-37.79209482,206,-58.137,-2.137,214,-61.817,-5.817,86,-73.877,-17.877,112,-74.55,-18.55,384,-74.586,-18.586,224,-74.978,-18.978,408,-75.256,-19.256,28,-75.418,-19.418,262,-75.553,-19.553,354,-75.803,-19.803,142,-75.834,-19.834,236,-75.933,-19.933,308,-75.933,-19.933,60,-76.066,-20.066,316,-76.082,-20.082,320,-76.093,-20.093,176,-76.12,-20.12,362,-76.244,-20.244,296,-76.26,-20.26,200,-76.288,-20.288
,,5186,144.9631801,-37.81431292,150,-51.944,-1.944,96,-58.491,-8.491,166,-60.216,-10.216,88,-65.146,-15.146,134,-69.217,-19.217,432,-69.265,-19.265,258,-69.428,-19.428,252,-69.649,-19.649,256,-69.69,-19.69,342,-69.767,-19.767,280,-69.855,-19.855,94,-69.86,-19.86,458,-69.918,-19.918,232,-69.976,-19.976,250,-70.055,-20.055,344,-70.066,-20.066,114,-70.077,-20.077,142,-70.093,-20.093,276,-70.093,-20.093,268,-70.136,-20.136
,,447,144.901336,-37.76774357,326,-48.616,-1.616,318,-55.521,-8.521,306,-64.998,-17.998,332,-65.964,-18.964,274,-66.448,-19.448,352,-66.578,-19.578,312,-67.007,-20.007,78,-67.05,-20.05,384,-67.087,-20.087,336,-67.114,-20.114,462,-67.13,-20.13,132,-67.163,-20.163,398,-67.19,-20.19,70,-67.222,-20.222,230,-67.244,-20.244,22,-67.321,-20.321,418,-67.326,-20.326,262,-67.343,-20.343,182,-67.365,-20.365,166,-67.37,-20.37
,,4383,144.9569202,-37.80017929,382,-66.551,-1.551,434,-74.977,-9.977,442,-83.351,-18.351,88,-84.256,-19.256,310,-84.378,-19.378,118,-84.467,-19.467,94,-84.553,-19.553,240,-84.751,-19.751,28,-84.85,-19.85,26,-84.96,-19.96,70,-84.96,-19.96,306,-85.023,-20.023,356,-85.029,-20.029,440,-85.136,-20.136,330,-85.206,-20.206,364,-85.222,-20.222,68,-85.228,-20.228,292,-85.271,-20.271,158,-85.337,-20.337,44,-85.404,-20.404
,,3316,144.880034,-37.81288668,366,-69.922,-1.922,206,-77.96,-9.96,214,-82.772,-14.772,382,-82.901,-14.901,346,-87.054,-19.054,194,-87.659,-19.659,188,-87.97,-19.97,96,-88.007,-20.007,436,-88.045,-20.045,138,-88.211,-20.211,498,-88.376,-20.376,418,-88.393,-20.393,236,-88.398,-20.398,308,-88.42,-20.42,440,-88.426,-20.426,14,-88.482,-20.482,224,-88.504,-20.504,254,-88.527,-20.527,270,-88.561,-20.561,448,-88.561,-20.561
,,4788,144.8411262,-37.76338344,88,-80.111,-5.111,382,-82.116,-7.116,96,-83.792,-8.792,434,-86.927,-11.927,442,-93.577,-18.577,174,-94.813,-19.813,8,-94.844,-19.844,268,-94.871,-19.871,160,-94.891,-19.891,74,-94.928,-19.928,316,-94.976,-19.976,478,-95.077,-20.077,94,-95.12,-20.12,150,-95.19,-20.19,136,-95.217,-20.217,256,-95.228,-20.228,486,-95.25,-20.25,374,-95.288,-20.288,286,-95.326,-20.326,310,-95.354,-20.354
,,2617,144.8554518,-37.77989089,450,-62.519,-1.519,158,-73.976,-12.976,150,-78.555,-17.555,138,-80.063,-19.063,318,-80.354,-19.354,116,-80.492,-19.492,308,-80.543,-19.543,476,-80.543,-19.543,434,-80.573,-19.573,306,-80.634,-19.634,458,-80.644,-19.644,120,-80.907,-19.907,492,-80.981,-19.981,238,-81.045,-20.045,20,-81.098,-20.098,10,-81.103,-20.103,252,-81.109,-20.109,170,-81.136,-20.136,248,-81.168,-20.168,44,-81.184,-20.184
,,3384,144.8263547,-37.80336029,206,-55.742,-0.742,382,-68.422,-13.422,464,-74.159,-19.159,42,-74.295,-19.295,36,-74.452,-19.452,220,-74.482,-19.482,56,-74.492,-19.492,78,-74.96,-19.96,280,-75.002,-20.002,332,-75.023,-20.023,214,-75.039,-20.039,24,-75.05,-20.05,370,-75.109,-20.109,2,-75.152,-20.152,374,-75.184,-20.184,272,-75.201,-20.201,318,-75.222,-20.222,428,-75.222,-20.222,50,-75.25,-20.25,140,-75.282,-20.282
,,854,144.8762448,-37.77320596,374,-61.074,-2.074,382,-65.947,-6.947,34,-77.143,-18.143,334,-77.992,-18.992,132,-78.092,-19.092,126,-78.168,-19.168,176,-78.363,-19.363,454,-78.548,-19.548,150,-78.751,-19.751,264,-78.803,-19.803,88,-78.813,-19.813,240,-78.818,-19.818,204,-78.907,-19.907,208,-78.955,-19.955,408,-78.96,-19.96,312,-79.045,-20.045,282,-79.05,-20.05,460,-79.061,-20.061,76,-79.109,-20.109,50,-79.125,-20.125
,,6007,144.8785372,-37.79515775,96,-63.931,-2.931,80,-68.714,-7.714,88,-76.031,-15.031,40,-79.768,-18.768,428,-80.073,-19.073,364,-80.803,-19.803,418,-80.824,-19.824,448,-80.912,-19.912,456,-81.007,-20.007,256,-81.013,-20.013,124,-81.029,-20.029,442,-81.098,-20.098,112,-81.168,-20.168,24,-81.173,-20.173,190,-81.195,-20.195,138,-81.326,-20.326,92,-81.343,-20.343,396,-81.343,-20.343,438,-81.415,-20.415,330,-81.487,-20.487
,,1949,144.8501816,-37.83165133,450,-72.228,-5.228,442,-72.648,-5.648,434,-78.83,-11.83,382,-86.618,-19.618,196,-86.664,-19.664,66,-86.777,-19.777,236,-86.793,-19.793,380,-86.86,-19.86,64,-86.981,-19.981,334,-87.19,-20.19,212,-87.195,-20.195,62,-87.271,-20.271,252,-87.315,-20.315,502,-87.315,-20.315,504,-87.348,-20.348,120,-87.359,-20.359,374,-87.454,-20.454,148,-87.471,-20.471,192,-87.482,-20.482,418,-87.515,-20.515
,,4314,144.883336,-37.79238739,434,-50.661,-0.661,460,-68.237,-18.237,50,-68.6,-18.6,416,-68.94,-18.94,66,-69.016,-19.016,442,-69.154,-19.154,332,-69.193,-19.193,376,-69.212,-19.212,122,-69.217,-19.217,230,-69.295,-19.295,354,-69.639,-19.639,290,-69.705,-19.705,296,-69.726,-19.726,134,-69.777,-19.777,270,-69.813,-19.813,166,-69.824,-19.824,104,-69.897,-19.897,114,-69.928,-19.928,292,-69.965,-19.965,272,-70.045,-20.045
,,3775,144.8257523,-37.80336851,166,-57.219,-2.219,158,-61.497,-6.497,150,-69.472,-14.472,148,-72.865,-17.865,122,-73.681,-18.681,298,-74.197,-19.197,14,-74.388,-19.388,268,-74.558,-19.558,418,-74.679,-19.679,142,-74.7,-19.7,80,-74.705,-19.705,292,-74.715,-19.715,266,-74.741,-19.741,118,-74.839,-19.839,510,-74.876,-19.876,316,-74.912,-19.912,382,-75.002,-20.002,448,-75.087,-20.087,472,-75.087,-20.087,200,-75.098,-20.098
,,1178,144.8382433,-37.81538214,450,-74.88,-4.88,442,-75.267,-5.267,434,-80.076,-10.076,318,-80.647,-10.647,374,-85.932,-15.932,236,-88.964,-18.964,138,-89.12,-19.12,348,-89.482,-19.482,248,-89.598,-19.598,428,-89.649,-19.649,280,-89.834,-19.834,90,-89.923,-19.923,72,-90.077,-20.077,240,-90.082,-20.082,282,-90.136,-20.136,174,-90.173,-20.173,316,-90.271,-20.271,78,-90.282,-20.282,202,-90.293,-20.293,460,-90.304,-20.304
,,3877,144.893221,-37.80012309,450,-68.983,-5.983,150,-69.652,-6.652,158,-71.569,-8.569,434,-75.187,-12.187,166,-77.883,-14.883,324,-81.727,-18.727,380,-82.578,-19.578,386,-82.72,-19.72,392,-83.098,-20.098,472,-83.098,-20.098,508,-83.228,-20.228,100,-83.233,-20.233,160,-83.299,-20.299,118,-83.381,-20.381,130,-83.465,-20.465,196,-83.482,-20.482,454,-83.51,-20.51,482,-83.521,-20.521,226,-83.561,-20.561,22,-83.572,-20.572
,,1458,144.9497071,-37.77833046,324,-62.017,-2.017,316,-68.154,-8.154,332,-74.433,-14.433,422,-79.452,-19.452,36,-79.598,-19.598,432,-79.902,-19.902,438,-79.918,-19.918,486,-80.114,-20.114,116,-80.163,-20.163,398,-80.173,-20.173,44,-80.179,-20.179,464,-80.201,-20.201,334,-80.222,-20.222,278,-80.244,-20.244,266,-80.304,-20.304,472,-80.321,-20.321,312,-80.348,-20.348,8,-80.354,-20.354,160,-80.387,-20.387,46,-80.393,-20.393
,,5039,144.8687459,-37.77168569,88,-67.156,-2.156,96,-73.326,-8.326,382,-75.795,-10.795,150,-82.89,-17.89,48,-84.054,-19.054,76,-84.125,-19.125,58,-84.363,-19.363,280,-84.533,-19.532,56,-84.573,-19.573,198,-84.746,-19.746,24,-84.902,-19.902,362,-84.949,-19.949,374,-85.071,-20.071,168,-85.093,-20.093,160,-85.114,-20.114,126,-85.12,-20.12,376,-85.184,-20.184,8,-85.222,-20.222,364,-85.266,-20.266,104,-85.337,-20.337
,,714,144.9114598,-37.77776186,294,-72.657,-1.657,206,-88.948,-17.948,504,-89.421,-18.421,366,-89.64,-18.64,302,-89.704,-18.704,310,-90.457,-19.457,112,-90.543,-19.543,486,-90.634,-19.634,226,-91.013,-20.013,64,-91.114,-20.114,374,-91.125,-20.125,352,-91.239,-20.239,442,-91.239,-20.239,34,-91.244,-20.244,330,-91.277,-20.277,342,-91.31,-20.31,82,-91.354,-20.354,300,-91.354,-20.354,286,-91.376,-20.376,496,-91.398,-20.398
,,1099,144.8399508,-37.80188338,318,-65.641,-2.641,442,-71.151,-8.151,374,-76.313,-13.313,450,-79.808,-16.808,382,-81.281,-18.281,434,-82.388,-19.388,366,-82.618,-19.618,188,-82.664,-19.664,326,-82.839,-19.839,252,-82.902,-19.902,316,-82.981,-19.981,372,-83.034,-20.034,44,-83.141,-20.141,376,-83.233,-20.233,298,-83.255,-20.255,208,-83.365,-20.365,94,-83.37,-20.37,332,-83.409,-20.409,422,-83.471,-20.471,456,-83.482,-20.482
,,3243,144.9072021,-37.82561573,382,-54.362,-0.362,270,-72.19,-18.19,310,-72.246,-18.246,94,-73.111,-19.111,330,-73.393,-19.393,362,-73.543,-19.543,88,-73.568,-19.568,184,-73.654,-19.654,506,-73.751,-19.751,498,-73.839,-19.839,326,-74.098,-20.098,116,-74.146,-20.146,412,-74.168,-20.168,500,-74.266,-20.266,162,-74.277,-20.277,90,-74.321,-20.321,448,-74.359,-20.359,250,-74.365,-20.365,40,-74.381,-20.381,344,-74.393,-20.393
,,1707,144.9599861,-37.79656664,316,-56.853,-0.853,332,-71.758,-15.758,324,-73.08,-17.08,486,-74.426,-18.426,166,-75.613,-19.613,276,-75.726,-19.726,472,-75.731,-19.731,412,-75.736,-19.736,184,-75.86,-19.86,58,-76.013,-20.013,494,-76.157,-20.157,510,-76.266,-20.266,406,-76.299,-20.299,4,-76.31,-20.31,372,-76.343,-20.343,390,-76.354,-20.354,304,-76.359,-20.359,392,-76.37,-20.37,206,-76.381,-20.381,26,-76.409,-20.409
,,2480,144.9048604,-37.8106599,366,-62.658,-2.658,382,-69.154,-9.154,374,-70.956,-10.956,340,-78.311,-18.311,206,-79.452,-19.452,338,-79.568,-19.568,398,-79.593,-19.593,66,-79.618,-19.618,424,-79.7,-19.7,408,-79.72,-19.72,348,-79.782,-19.782,360,-79.86,-19.86,80,-79.886,-19.886,346,-79.939,-19.939,304,-79.96,-19.96,438,-80.087,-20.087,470,-80.087,-20.087,358,-80.125,-20.125,114,-80.13,-20.13,306,-80.173,-20.173
,,4098,144.9729084,-37.81188226,166,-61.428,-3.428,150,-64.349,-6.349,158,-68.588,-10.588,240,-77.881,-19.881,284,-77.886,-19.886,292,-77.891,-19.891,250,-77.933,-19.933,476,-77.981,-19.981,296,-78.045,-20.045,410,-78.055,-20.055,22,-78.12,-20.12,486,-78.168,-20.168,12,-78.244,-20.244,392,-78.244,-20.244,74,-78.299,-20.299,494,-78.343,-20.343,238,-78.348,-20.348,108,-78.365,-20.365,116,-78.37,-20.37,78,-78.398,-20.398
,,5250,144.9765507,-37.8108445,88,-58.568,-0.568,192,-75.77,-17.77,412,-77.173,-19.173,134,-77.522,-19.522,362,-77.808,-19.808,374,-77.813,-19.813,430,-77.829,-19.829,280,-77.85,-19.85,256,-77.876,-19.876,478,-77.907,-19.907,306,-77.939,-19.939,2,-77.955,-19.955,110,-78.013,-20.013,158,-78.013,-20.013,486,-78.029,-20.029,66,-78.152,-20.152,472,-78.217,-20.217,160,-78.277,-20.277,38,-78.299,-20.299,76,-78.315,-20.315
,,2328,144.8220734,-37.7961884,366,-60.695,-1.695,206,-68.374,-9.374,382,-70.503,-11.503,504,-78.063,-19.063,80,-78.149,-19.149,470,-78.265,-19.265,256,-78.29,-19.29,84,-78.628,-19.628,252,-78.705,-19.705,450,-78.736,-19.736,346,-78.793,-19.793,96,-78.829,-19.829,182,-78.876,-19.876,168,-78.891,-19.891,340,-78.897,-19.897,66,-78.933,-19.933,276,-78.965,-19.965,374,-78.976,-19.976,162,-79.146,-20.146,250,-79.179,-20.179
,,3559,144.914494,-37.79654701,392,-59.742,-0.742,422,-77.062,-18.062,94,-77.426,-18.426,144,-78.12,-19.12,176,-78.197,-19.197,218,-78.354,-19.354,90,-78.472,-19.472,130,-78.603,-19.603,472,-78.608,-19.608,152,-78.654,-19.654,408,-78.72,-19.72,2,-78.741,-19.741,18,-78.772,-19.772,416,-78.808,-19.808,378,-78.824,-19.824,456,-78.85,-19.85,230,-78.876,-19.876,48,-78.886,-19.886,290,-78.891,-19.891,470,-78.944,-19.944
,,2952,144.881739,-37.78440418,382,-59.319,-3.319,206,-64.965,-8.965,366,-70.798,-14.798,214,-75.295,-19.295,462,-75.448,-19.448,508,-75.502,-19.502,94,-75.623,-19.623,500,-75.97,-19.97,440,-75.992,-19.992,338,-76.007,-20.007,456,-76.061,-20.061,264,-76.141,-20.141,90,-76.163,-20.163,294,-76.25,-20.25,260,-76.299,-20.299,300,-76.326,-20.326,50,-76.348,-20.348,292,-76.359,-20.359,88,-76.409,-20.409,334,-76.482,-20.482
,,2021,144.9716981,-37.76593942,400,-62.5,-3.5,392,-66.342,-7.342,388,-68.101,-9.101,408,-72.759,-13.759,332,-77.338,-18.338,452,-78.265,-19.265,284,-78.428,-19.428,460,-78.497,-19.497,314,-78.613,-19.613,456,-78.756,-19.756,298,-78.86,-19.86,142,-78.944,-19.944,34,-78.976,-19.976,366,-79.018,-20.018,42,-79.12,-20.12,326,-79.12,-20.12,186,-79.266,-20.266,184,-79.332,-20.332,256,-79.337,-20.337,36,-79.393,-20.393
,,4197,144.9636913,-37.79318139,150,-54.762,-1.762,166,-61.053,-8.053,158,-63.869,-10.869,22,-71.514,-18.514,132,-71.95,-18.95,254,-72.168,-19.168,250,-72.241,-19.241,418,-72.368,-19.368,96,-72.772,-19.772,184,-72.886,-19.886,230,-72.891,-19.891,204,-72.918,-19.918,370,-72.992,-19.992,326,-73.018,-20.018,332,-73.039,-20.039,52,-73.13,-20.13,286,-73.233,-20.233,238,-73.31,-20.31,510,-73.31,-20.31,258,-73.376,-20.376
,,5444,144.9440617,-37.79896443,88,-53.856,-0.856,76,-71.452,-18.452,488,-71.732,-18.732,50,-72.27,-19.27,260,-72.477,-19.477,24,-72.654,-19.654,480,-72.695,-19.695,238,-72.762,-19.762,502,-72.772,-19.772,258,-72.928,-19.928,56,-72.949,-19.949,68,-73.002,-20.002,320,-73.013,-20.013,152,-73.152,-20.152,22,-73.184,-20.184,392,-73.184,-20.184,130,-73.19,-20.19,26,-73.195,-20.195,378,-73.228,-20.228,128,-73.244,-20.244
,,554,144.8553137,-37.77865784,294,-69.711,-3.711,310,-70.824,-4.824,366,-83.575,-17.575,402,-85.236,-19.236,166,-85.803,-19.803,130,-85.839,-19.839,162,-85.944,-19.944,232,-86.066,-20.066,240,-86.136,-20.136,446,-86.19,-20.19,134,-86.217,-20.217,358,-86.288,-20.288,56,-86.31,-20.31,8,-86.315,-20.315,320,-86.321,-20.321,262,-86.431,-20.431,492,-86.437,-20.437,286,-86.454,-20.454,154,-86.476,-20.476,298,-86.476,-20.476
,,2395,144.8340502,-37.82179516,366,-58.527,-3.527,382,-60.117,-5.117,374,-72.799,-17.799,90,-74.285,-19.285,306,-74.912,-19.912,286,-75.018,-20.018,276,-75.103,-20.103,88,-75.152,-20.152,336,-75.304,-20.304,296,-75.343,-20.343,510,-75.365,-20.365,114,-75.393,-20.393,74,-75.404,-20.404,486,-75.448,-20.448,50,-75.515,-20.515,316,-75.561,-20.561,502,-75.566,-20.566,130,-75.595,-20.595,80,-75.6,-20.6,162,-75.6,-20.6
,,3344,144.9234155,-37.83022387,206,-61.52,-1.52,382,-68.76,-8.76,504,-77.782,-17.782,474,-79.324,-19.324,510,-79.497,-19.497,386,-79.533,-19.532,36,-79.756,-19.756,440,-79.844,-19.844,6,-79.965,-19.965,116,-80.098,-20.098,362,-80.13,-20.13,500,-80.195,-20.195,64,-80.288,-20.288,448,-80.31,-20.31,60,-80.499,-20.499,256,-80.583,-20.583,410,-80.583,-20.583,244,-80.589,-20.589,202,-80.612,-20.612,162,-80.629,-20.629
,,2122,144.9125334,-37.7946708,316,-66.394,-3.394,332,-69.391,-6.391,324,-73.919,-10.919,326,-82.467,-19.467,92,-82.583,-19.583,472,-82.891,-19.891,176,-82.965,-19.965,156,-82.986,-19.986,74,-83.045,-20.045,6,-83.055,-20.055,4,-83.184,-20.184,136,-83.201,-20.201,428,-83.255,-20.255,168,-83.304,-20.304,144,-83.31,-20.31,372,-83.354,-20.354,246,-83.37,-20.37,90,-83.404,-20.404,52,-83.426,-20.426,20,-83.454,-20.454
,,587,144.9744909,-37.77255561,318,-73.151,-2.151,374,-80.791,-9.791,326,-89.212,-18.212,324,-89.51,-18.51,126,-90.428,-19.428,344,-90.598,-19.598,372,-90.654,-19.654,450,-90.7,-19.7,376,-90.939,-19.939,466,-91.071,-20.071,362,-91.087,-20.087,264,-91.109,-20.109,82,-91.201,-20.201,486,-91.233,-20.233,328,-91.26,-20.26,196,-91.288,-20.288,206,-91.288,-20.288,108,-91.348,-20.348,366,-91.381,-20.381,200,-91.393,-20.393
,,4386,144.8479526,-37.80707288,166,-52.216,-1.216,150,-61.192,-10.192,158,-64.138,-13.138,472,-69.631,-18.631,266,-69.852,-18.852,446,-69.94,-18.94,130,-70.03,-19.03,284,-70.295,-19.295,510,-70.644,-19.644,276,-70.981,-19.981,434,-71.029,-20.029,362,-71.05,-20.05,82,-71.168,-20.168,200,-71.255,-20.255,110,-71.271,-20.271,206,-71.271,-20.271,240,-71.321,-20.321,496,-71.348,-20.348,122,-71.381,-20.381,334,-71.409,-20.409
